turn_id,title,video_url,view,channel_url,channel_name,video_length,create_stamp,queriy,scrape_at,channel_country,channel_subscriber,mean_view,create_at,tag,description,like,dislike
261,【梧桐書籤】JOJO 的奇妙冒險 鑽石紀錄-究極生物卡茲入手 另外一些小情報,/watch?v=Ywcbw6XBJAc,290,/user/asdaffwq,齊羽瀮,53 分 45 秒,,JOJO的奇妙冒險,2020/08/28,,,,,,,,
263,JoJo 的奇妙冒險 星塵鬥士最終決戰 WRRRYYYYYYYYYYYY DIO  jojo's bizzarre avventure,/watch?v=GMPtfLAxw5U,40005,/user/cstony0917,負能量宅肥窮魯蛇 Zackexplosion,33 秒,3 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
265,"JOJO 的奇妙冒險星塵射 : Stardust Shooters (ジョジョの奇妙な冒険 スターダストシューターズ) - 免費10連抽, 超限定角色入手.",/watch?v=V6JyUVmZKYY,49,/channel/UCtpChYfB8_ZIcjBLiORAhsA,馬家榮,3 分 33 秒,5 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
267,【ZERO々阿凡】JOJO的奇妙冒險 第四部 不滅鑽石 OST VOL.1 Diamond is Unbreakable 東方仗助BGM(josuke's theme),/watch?v=1QSBwvM50vA,25601,/channel/UCPBRZf4SDVfe45PPSKsY4lQ,々阿凡ZERO,4 分 2 秒,3 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
271,【粵語】背叛者鎮魂曲（《JOJO的奇妙冒險 Part 5 黃金之風》主題曲「裏切り者のレクイエム」粵語版）,/watch?v=-B4UW2U6CL4,101044,/user/knight712,黎特 KNIGHT,3 分 28 秒,11 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
272,【蠶寶的吉他小教室】Yes-Roundabout(JoJo的奇妙冒險片尾曲 吉他教學 附TAB譜),/watch?v=ab5NPaQb5LY,8504,/channel/UCydYm66SNhmzUQy8K4GnL_g,蠶寶,10 分 11 秒,2 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
274,JoJo's Bizarre Adventure Golden Wind(JOJO的奇妙冒險黃金之風)-托比歐Doppio死亡RIP,/watch?v=pdFmlqwrTMQ,896,/channel/UCAMkdStv3uNamoYGjrmtoZw,CHUHSIN,44 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
275,《角色吐槽》12分鐘帶你了解JOJO的奇妙冒險第五部黃金之風的主要角色,/watch?v=idVPYL0evpo,9,/channel/UC4bnyi_qB7wbxHvM4xtsRJg,Nova the potato诺瓦土豆,12 分 26 秒,1 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
278,『JOJO 的奇妙冒險 群星大對決』# 2 ジョジョの奇妙な冒険 オールスターバトル Jojo's Bizzar Adventure   All Star Battle,/watch?v=JpgHjH_-uoo,15,/channel/UCrvd-sb1PyFdyhl9gLrgL0Q,HARO,36 分 42 秒,11 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
279,jojo的奇妙冒險 國語版,/watch?v=ViQx3qf_Mkw,1,/channel/UCppXqmadCkS_Elt4FTUUB3w,謝偉凡,6 秒,5 日,JOJO的奇妙冒險,2020/08/28,,,,,,,,
280,JOJO的奇妙冒險 天國之眼 未知的旅程再展開！ (第１章～第５章,/watch?v=JuruJnamNoQ,6887,/channel/UCS3VTpbe1nAqDOsc5WLHfWA,Silver,3 時間 56 分 38 秒,,JOJO的奇妙冒險,2020/08/28,,,,,,,,
282,Cosplay PV - JOJO的奇妙冒險 Part VI: 空條徐倫,/watch?v=4iLylHhE9po,2869,/user/RaikkonenLiu,RaikkonenLiu,1 分,6 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
283,《 JOJO的奇妙冒險 黃金之風》喬魯諾・喬巴拿 30秒 無駄！,/watch?v=u9THLRHu1cw,945,/channel/UCXH80H19SzFocOJOgGOyn-Q,Nson,1 分 29 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
285,【How音未來】JoJo的奇妙冒險《不滅鑽石》OP3－Great Days,/watch?v=-EZygGyY6Us,1228,/channel/UC9uGJYle40VUhZv3BKBAB6A,Stella Lin,1 分 23 秒,1 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
287,當你的朋友開始看《JOJO的奇妙冒險》後 +出處 /(Chinese version),/watch?v=9EYcY0Bqo1Y,240,/channel/UCTvGzNogrUsMkyDWn5VK0Qw,yoghurt studio,2 分 34 秒,2 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
291,JOJO的奇妙冒險 第三部 主題曲,/watch?v=-O9jdPOt3jY,135,/channel/UCRth9vWiDQtssWLNab8DR9g,赤井翼,1 分 32 秒,2 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
292,iOS JOJO 的奇妙冒險 星塵射手 初試玩,/watch?v=OYpv-gFrWOg,4340,/channel/UCzATSW1fM9efY6JkJ3cAz-Q,馬聖晏,21 分 8 秒,6 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
293,DIO＆迪奧聯技「ＪＯＪＯ的奇妙冒險　天國之眼」,/watch?v=vgOzH4H0xho,6,/channel/UCpqRF6INaPsUUtf4YPVQTYQ,斯特維恩,26 秒,3 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
294,ＪＯＪＯ的奇妙冒險　天國之眼_好朋友攻擊,/watch?v=ePA8WSHDe6Q,144,/channel/UC6tFVXNfrmvPWsZVn5_cyxw,lin Nick,18 秒,3 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
295,背叛者鎮魂曲（JOJO的奇妙冒險） 阿祐跳舞表演,/watch?v=KMSTFzm_jcA,235,/channel/UConRWZfqP5h8__rhzyIpXWg,[副頻道]Isaacの廢片日常,1 分 5 秒,2 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
296,【反正我很閒】樂咖播播的奇妙冒險,/watch?v=JP1bg-91PKo,484614,/user/www77782,dozTO,1 分 22 秒,2 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
298,JOJO 的奇妙冒險 群星大對決（PS3）JP,/watch?v=Za8Y5sqErOc,1319,/channel/UCJoxsoJs6StlSBW8AONFsYA,Willson &amp; Alson 的電玩世界,13 分 19 秒,5 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
299,［鬼滅之刃］鬼滅亂入JOJO的奇妙冒險！禰豆子變的認不出來？炭治郎和胡蝶忍重現JOJO名場面？無慘太騷氣？富岡義勇是油膩少年？鬼滅和JOJO竟然有相似的情節和設定？,/watch?v=ChBUa6JpVlE,22150,/channel/UCxlKdH5p2jpoZihXZk-MpmQ,小木channel,10 分 2 秒,2 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
300,xForts | JOJO的奇妙冒險 恩多爾(蓋布神)vs片桐安十郎(水項鍊) 中文字幕cc Geb VS Aqua Necklace,/watch?v=urT-GFxpebM,1052,/channel/UC3y10eO0YHQtdldy4o56mVA,Gatcha,8 分 51 秒,2 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
301,用JOJO的方式打開跑online 開發JO的奇妙冒險,/watch?v=iK1e6uMIboE,599,/channel/UCOg93bmhCQGtZUqrhOsvaKA,self self,5 分 17 秒,10 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
302,書記：但是我拒絕     （jojo的奇妙冒險X輝夜大小姐想讓我告白）,/watch?v=l93JcFsXHAM,1769,/channel/UCoo1GGBcXg39J_Iozh9p45A,白日失眠的B君,1 分 21 秒,7 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
303,豪宅玩具~971~jojo的奇妙冒險Diamond Is Unbreakable 不滅鑽石 東方仗助 替身 瘋狂鑽石,/watch?v=dgjMXTVMeOg,1443,/channel/UCLKnYdZoecU8Zs4bc8ImxWQ,豪宅玩具,5 分 7 秒,2 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
307,【JOJO的奇妙冒險 鑽石紀錄】 壯烈成仁!!普羅修特超降臨!!10抽試手氣!,/watch?v=vnXnAnHlXVo,667,/channel/UCBvckEXrcJMJYvr5-hEkkyA,H. Y.K,3 分 11 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
310,JOJO的奇妙冒險-Dark Rebirth   【DIO OST】,/watch?v=TPa03roeJ48,223,/channel/UC56wt5pxZ6_ay1b3yPf83Zg,咖啡先生Mr.coffee,5 分 19 秒,8 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
311,《JOJO的奇妙冒險 第四部》不滅的黃金精神｜A Jie點評,/watch?v=gUt82oUyjA8,565610,/user/JEI1125,A Jie,14 分 29 秒,3 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
312,HUSH!! 300秒-JoJo的奇妙冒險 - Golden Wind 結他 cover by chonmakesmusic,/watch?v=GKkdXxX3nsY,464,/channel/UCxsqAb2fRclBdtMVG3nmGhQ,HUSH!! 300,1 分 50 秒,1 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
313,JOJO的奇妙冒險-莉莎莉莎(繪畫過程),/watch?v=SvFYj6y6Nks,20,/channel/UCk72C7SQqdW3FqWh39G2HAg,蘇朵,12 分 6 秒,2 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
314,JoJo與迪奧初見面-JOJO的奇妙冒險,/watch?v=jqiYUC5bmG4,36403,/channel/UCczTLWPthRXZLBi27xSdLEw,酗酒頭蝨,1 分 15 秒,4 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
316,jojo的奇妙冒險　dio！！！！！！！！！！！！！！！！！,/watch?v=QFbe29IABwE,25,/user/tin99987,mega o,3 分 7 秒,,JOJO的奇妙冒險,2020/08/28,,,,,,,,
319,[jojo的奇妙冒險戰鬥潮流] 三柱男bgm Awake 以上畫作為本人按照原圖畫出來的,/watch?v=8tiF5IVB7vQ,284,/channel/UCYP7eq3uKeet5yqnysvV0Fw,約書亞W肥宅,3 分 20 秒,7 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
320,jojo的奇妙冒險：黃金之風,/watch?v=l1XBQOhPKAE,9,/channel/UCg-mW08gsDItARwemgGmS5A,遊戲人生大西瓜,1 分 57 秒,1 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
323,JOJO的奇妙冒險 黃金之風 第三章 老闆的親自下達的命令?!,/watch?v=Oo370JtwYF4,335,/channel/UCN4UPrZ6NRx03a2dAEqWPgQ,小Q反抗軍,9 分 19 秒,2 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
324,「歌頌人性光輝的邪道漫畫」 — — 簡談《JoJo的奇妙冒險》［論理―評論　Lonely Criticism］,/watch?v=VRUxkzTvNj0,154,/channel/UCVE_KbtkO5WyHwj9wlXSQ0g,21stC.Allota - 他P,10 分 12 秒,3 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
325,JOJO的奇妙冒險：星塵遠征軍 OP2 その血の記憶~end of the WORLD~ 鋼琴版本? (含映像),/watch?v=xco3SKaGJr4,1332,/channel/UCJd3iJP6sqLqzfuZx1Gw9wQ,★虛空VOID★,1 分 58 秒,2 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
326,兩分半讓你理解JOJO的奇妙冒險第一部 中文字幕,/watch?v=X0yieXpcb5g,442842,/user/shizo4432,翻譯頻道熙造的,3 分 2 秒,7 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
329,JOJO的奇妙冒險|MCPE|addon介紹,/watch?v=B6BxC1X8ur4,32,/channel/UCWQaqOsfIzJhaOFEY7YXO-g,小白金,3 分 43 秒,2 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
330,【Qoo推介】《JOJO 的奇妙冒險星塵射手》手機遊戲APK下載及試玩（ジョジョの奇妙な冒険 スターダストシューターズJoJo's Bizarre Adventure),/watch?v=--xKymLziZs,6446,/channel/UC7ytymOdficnDLdyYex3Rmg,QooApp,51 秒,6 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
331,[MF]☝☝☝☝☝？[JOJO 的奇妙冒險 天國之眼] #3,/watch?v=CWVC3n1LCk4,10,/channel/UCp0Cdx1Wa_wmU8vkbWdcRNw,陳欣佩,2 時間 23 分 57 秒,,JOJO的奇妙冒險,2020/08/28,,,,,,,,
334,JoJo的奇妙冒險 第五部 黃金之風 精華片段(part-3),/watch?v=CnAVgH4VMjw,47,/channel/UCTxPXkWPOQ_WjTaEHupbPXA,Hou Hong's Bizarre Channel,34 分 7 秒,8 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
335,[毀童年] 用roblox 多啦A夢打開jojo的奇妙冒險,/watch?v=m_kNpJrYMgo,19,/channel/UCULyiFIZvtLzrLrCTJaLUsw,黑暗史神TTW,2 分 8 秒,6 日,JOJO的奇妙冒險,2020/08/28,,,,,,,,
336,ＪＯＪＯ的奇妙冒險　天國之眼_20200710021656,/watch?v=7GSLmqV_my0,6,/channel/UC0q1MvvoWVd0WWsBFkRyQ-Q,鄭家宜,42 秒,1 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
340,【第五量級野生黑熊】紮哇魯多 JOJO的奇妙冒險 最萌女主角 關於迪奧布蘭度的故事,/watch?v=IYgJpFbs4Pc,7864,/channel/UCGeRGUGPYh-kxDNrQn96-Iw,第五量級野生黑熊,9 分 7 秒,1 日,JOJO的奇妙冒險,2020/08/28,,,,,,,,
342,《火小暴》jojo的奇妙冒險第二部主題曲中文版,/watch?v=eEzzOW5G5CE,490,/channel/UCaCYO9-8jQHwTGzXURsnXSA,火小暴的宅生游況 Fire T—Rex,1 分 30 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
343,超硬核《JOJO的奇妙冒险》星尘斗士真人版,/watch?v=pgwVuyf8yg4,901,/channel/UChgkSRkXVb_P5ljr5Gov7WA,阿拉丁狗蛋,1 分 15 秒,11 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
344,JoJo的奇妙冒險(Dio)【Doom 2 mods】Pigeon Speedmapping Session 1 - Part 3,/watch?v=k8h2umvSwp0,7,/channel/UCzgd1HZavdL09bDuAOs-xZw,Erica彭姵芸,19 分 31 秒,6 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
347,【空耳歌詞】JoJo的奇妙冒險∣Fighting Gold,/watch?v=BJsDF__6KgE,71,/channel/UCXBhYqfg82VZf4oCBddfrww,劍術大師,1 分 30 秒,4 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
348,"JoJo's Bizarre Adventure, Kira's theme.  JoJo的奇妙冒險，吉良吉影處刑（主題）曲",/watch?v=2NICPk_4plM,345,/channel/UCgrSBBlI2nsmsmW_P0exPcw,回歸の客官,3 分 12 秒,1 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
351,《JOJO的奇妙冒險 不滅鑽石》 官方30秒預告 01/05 Great,/watch?v=9E6sW5CYBCQ,206548,/user/emuseeagle,鴻聯國際官方頻道,30 秒,2 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
352,JOJO的奇妙冒險 天國之眼 初次遊玩,/watch?v=YlG-7ze1XRg,1,/user/skyfantasy39,skyfantasy39,1 時間 10 分 35 秒,,JOJO的奇妙冒險,2020/08/28,,,,,,,,
353,【B站轉載】Jojo的奇妙冒險 part3  片尾曲 (波因哥兄弟) 巨魔與老八版,/watch?v=1OKhXVWR55o,1,/channel/UC02x52A8kSk30eraheIlIzQ,庫洛尼克,1 分 40 秒,1 日,JOJO的奇妙冒險,2020/08/28,,,,,,,,
355,【JOJO名梗集5】你朋友这样吃樱桃你会欧拉他几分钟？,/watch?v=hiv8pY81fJU,107512,/channel/UCxUbvGI5bu2ynLCF6XgCYDQ,酒客小丑,11 分 48 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
356,【不專業翻唱】附空耳+日本語CC JOJO的奇妙冒險黃金之風OP2 裏切り者のレクイエム 背叛者的鎮魂曲,/watch?v=-CZvgfla24A,434,/user/k7944459,華哥,3 分 28 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
359,[一番くじ]我要成為一番賞巨星!JoJo的奇妙冒險第五部黃金之風一番賞十連抽!【凱洛】,/watch?v=Vf3pkAuQSvM,44692,/user/kyle66072002,凱洛,6 分 17 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
360,《Jojo的奇妙冒險 抒情BGM》,/watch?v=umbwIPPO_ho,0,/channel/UCKyIAVRKflfYuwfLTZfs4lw,一朵浮昀win 前帳號被鎖了這新的,49 分 31 秒,3 時間,JOJO的奇妙冒險,2020/08/28,,,,,,,,
361,【大王卡關實況】JOJO 的奇妙冒險~未來的遺產,/watch?v=5wtLG_oKlfU,793,/user/ypowerhk,YPR Channel - Youth Power Radio,1 時間 8 分 37 秒,,JOJO的奇妙冒險,2020/08/28,,,,,,,,
362,JoJo的奇妙冒險 天國之眼,/watch?v=wZoD3qWcZlw,39,/user/love78978997,凜ShinYu,2 時間 13 分 41 秒,,JOJO的奇妙冒險,2020/08/28,,,,,,,,
364,【鈞】JOJO的奇妙冒險推薦順序 推坑順序,/watch?v=DYd-6t1DsSE,4110,/channel/UCQm6Gf5oDAfTe4eqEnOOJnQ,小鈞點評 Lil JUN,1 分 48 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
366,JOJO冒險野郎 第三部 最初版動畫 3-3_clip,/watch?v=JKfeGAKW8xk,410952,/user/cfu820522,Amisser,2 分 21 秒,7 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
367,ＪＯＪＯ的奇妙冒險　天國之眼_20191231095236,/watch?v=gSagcuIqX6I,28,/channel/UCfnWD676iaIDhWvM2UzY3Xw,nako ruru,43 秒,7 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
368,【JoJo第1部】憑模糊印象回顧的 JoJo的奇妙冒險 Part3,/watch?v=siaannSatrs,19502,/user/apcodbkt,小犽,4 分 19 秒,7 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
369,JoJO的奇妙冒險 鑽石記錄 首帳首十抽 備用,/watch?v=ObQHH_E8JhA,35,/channel/UClEo03-h9nLNrZBPZuOvNDg,GUHBML,4 分 17 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
370,因畫風而唔睇就走寶！ JOJO奇妙冒險第一季觀後感 [公仔書與卡通片 EP12],/watch?v=v_3Py8LCxko,34481,/channel/UCW_n_gfIv4HhRqCk8EnRhJA,Happy Kongner,10 分 22 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
371,《JOJO的奇妙冒險 - 天國之眼》 - 集獎杯 - 任務S 2,/watch?v=bb_OTnwHSSA,4,/user/starzins,starzins,2 時間 2 分 20 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
373,JoJo的奇妙冒險 awaken 柱之男,/watch?v=XokCUU_P0Lw,0,/channel/UCtExj3XinLLKTvVtqPOmxUA,吳飛翰fly,3 分 23 秒,1 週間,JOJO的奇妙冒險,2020/08/28,,,,,,,,
376,ジョジョDR！(jojo的奇妙冒險鑽石紀錄),/watch?v=KSLop6uGJ9M,147,/channel/UCFPLgt8XjA-9cHg2pKKoA2g,X DanteX,4 分,,JOJO的奇妙冒險,2020/08/28,,,,,,,,
377,JOJO 的奇妙冒險-DIO,/watch?v=tGBxSYnOxWQ,135,/channel/UCk-g-Tj7B1MZ-v1ltHFY1Bg,Jason comic 廢畫時間,2 分 18 秒,3 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
378,【耶穌】 JOJO的奇妙冒險 天國之眼 12/18,/watch?v=p2U1IMiJHjo,38,/channel/UCWRtS2IOU7gJP1IeAYBT0Bw,天國廣播公司,1 時間 27 分 23 秒,4 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
379,JoJo的奇妙冒險第三季歌,/watch?v=ITlLQyek0gA,16,/channel/UCcRxHDRoewJWjkoofPKpkEA,Ke_FWFw哈士奇 H,1 分 19 秒,6 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
380,JOJO的奇妙冒險飆馬野郎--傑洛的披薩之歌,/watch?v=Ieqbmvz_FkI,199,/channel/UCy_7KvAwN-GKacMNIaFUIvg,YT餐具兒:城梟,1 分,2 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
383,【JoJo的奇妙冒險】强吻娜娜子,/watch?v=2UH10fchMdk,57,/channel/UCiK7kPgDpfRauY8oPqqgUhg,FREEDOM JAM,1 分 3 秒,6 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
384,最終隱藏結局！亨利的奇妙冒險？史詩級對決｜The Henry Stickmin Collection #10 (END) 亨利火柴人重製合集,/watch?v=pJmGxFtNSDs,194807,/channel/UCJMjp_3XLlQJg6pPfuD4L1Q,蠢蠢,38 分 30 秒,1 週間,JOJO的奇妙冒險,2020/08/28,,,,,,,,
387,連JOJO迷都不一定看過的動畫，看過了也鮮少提及......1993 JOJO星塵鬥士,/watch?v=IXQJP7ApAks,149686,/channel/UCHXLU4JyS2uDL2dy9QG159g,migun 米柑,7 分 2 秒,11 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
389,【雪豆聊動漫】 痞子英雄的誕生!!  JOJO的奇妙冒險第二部  戰鬥潮流,/watch?v=6cWa-Lhre2o,3975,/channel/UClqXqR9PT7amMRbzktLH4mQ,雪豆喀唬囒,13 分 21 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
390,【風早】JOJO的奇妙冒險天堂之眼第一章星塵遠征軍,/watch?v=-5HbyAAaxxU,9,/channel/UCpyqQoCoxTR0MbhRU0v2o0w,風早GAME再一起,14 分 37 秒,4 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
392,JOJO的奇妙冒險 新作OVA『懺悔室』『THE RAN』制作決定PV,/watch?v=MDk-VEsx9Jw,102,/channel/UCCPmsM7zwmCg8-d_CurS1gg,CHI YU CHEN,1 分 4 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
394,【空耳】JoJo的奇妙冒險 第5部 黃金之風 OP2【背叛者的鎮魂曲】3分鐘雙影片無聲版,/watch?v=CNch0z8C1Uc,1523,/channel/UC1I8fiZ5Pa8-GtuAACzDxGQ,SuPreMer Fair Use,3 分 26 秒,11 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
395,【半瓶醋實況台】JOJO的奇妙冒險 天國之眼-01 (Part 3),/watch?v=NsCAj0tuCAY,6,/channel/UCHkrCiGcgoY7VQuoFzNtMCg,半瓶醋遊戲台,14 分 57 秒,3 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
398,JOJO天堂之眼：时间系大佬对决 DIO&承太郎VS迪亚波罗&浩作,/watch?v=IRTvk3yDUmA,4481,/channel/UCet8m3pTq75xlkigC1uWkdQ,废材悠零,5 分 1 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
399,JOJO 第三部 DIO 的能力 時間停止,/watch?v=i1jgMTQ-7D0,214340,/user/virocy,Virocy,3 分 55 秒,3 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
400,【ジョジョSS】降臨ガシャ　SR&SSR的中率超絶UP！　降臨ユニットを狙って14連引きました！【JOJOSS】,/watch?v=eVPj0Okwio0,1339,/user/12332191877,偷你Tony,9 分 58 秒,4 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
401,[TAB]JOJO的奇妙冒險 不滅鑽石(ジョジョの奇妙な冒険JoJo's Bizarre Adventure) OP7 &quot;Great Days&quot; Guitar Cover,/watch?v=Vsp7gyHes1Q,2714,/user/TakWang178,亞群,1 分 22 秒,3 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
404,一个放弃思考的故事 | JoJo的奇妙冒险 |制裁上官 |第二集,/watch?v=XXcBGhQBp_4,79,/channel/UCqjWv_bx3wP-stfBNe6yCpw,Jc制裁上官,15 分 29 秒,2 週間,JOJO的奇妙冒險,2020/08/28,,,,,,,,
405,ジョジョの音效冒險（jojo的奇幻冒險）,/watch?v=CpC8Wjjk3HA,3713,/channel/UC66uNysB57V12qqES7wH_6Q,凱露卡露,6 分 6 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
408,JoJo的奇妙冒險 星塵射手第四部 手遊46 漫畫家岸邊露伴替身「天堂之門」 東方仗助髮型不能被嘲笑的原因,/watch?v=8iyd8JhIzrA,7,/channel/UC1KazPQKBwCCYB3rh9RooiA,曹諾云,12 分 36 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
410,【JOJO】三部OVA 母語對話 [中文字幕],/watch?v=dgz0Lvn2d8I,168833,/user/sam29531,Luna Lu,12 分 14 秒,6 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
412,JOJO的奇妙冒險：天國之眼 - 遊戲影片【基本遊戲篇】(非官方中文字幕),/watch?v=zlw2O7nnHHI,3424,/channel/UCuZe6Kwba3H7cVtz9xN3NNw,Kamikiri -TW-,4 分 7 秒,5 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
413,【歌ってみた】ジョジョ~その血の運命~【taiga】,/watch?v=SroMq180dbk,1360356,/user/nicotaiga,nico_taiga,4 分 25 秒,6 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
421,"【股東速報】EPIC Games無懼挑戰Apple 同 Google, 小粉紅投訴《赤毒》不成，反遭送中，Xbox Series X 發布月份同價錢確定",/watch?v=5_zpYiSUs1o,6125,/channel/UChrBMDY5EE_oX46paW5alRg,麻甩重工,10 分 23 秒,1 週間,JOJO的奇妙冒險,2020/08/28,,,,,,,,
423,(傻B的奇妙冒險) 之 大家來玩JoJo梗,/watch?v=shZ0WnTsgTE,20,/channel/UCRRSfSnwGFbu1tLZHKUDpZQ,SBJT傻B集團,1 分 44 秒,3 日,JOJO的奇妙冒險,2020/08/28,,,,,,,,
424,JOJO 的奇妙冒險ASB 第8部 東方定助VS 歷代主角 (柔軟且濕潤),/watch?v=lMbxQnwYETY,27640,/user/arcperson,Archperson,32 分 27 秒,4 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
425,【SHINN動漫人物譚】人氣比主角還高的里長伯 反毒悍將 布魯諾 布加拉提 JOJO的奇妙冒險 黃金之風  BRUNO BUCCIARATI,/watch?v=U9Q4wH70lNk,148573,/channel/UCcibcShnu4MkI73TKmucxTg,SHINN,15 分 10 秒,10 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
432,ＪＯＪＯ的奇妙冒險　天國之眼_仗助的新衣,/watch?v=u6xYBMWWhfU,3498,/user/Eidechseable,以誠待人的蝗蟲,3 分 57 秒,3 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
434,【魯蛋】PS4 JOJO 的奇妙冒險 天國之眼 4/22 最終章,/watch?v=uP793B_e3iI,44671,/user/ruruden7983,魯蛋的頻道,54 分 4 秒,4 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
435,JoJo的奇妙冒險 黃金之風 第22集 搞笑片段,/watch?v=misAWwmaOPE,3533,/channel/UCaprHbj4h8eKaKp2P3NvwXQ,究極生命體卡茲,41 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
436,奶油威威白,/watch?v=DR1QhZ-Hxs0,7,/channel/UCp7u2bGUnGk8fjmg5MjI_uA,Jo式傳奇,16 秒,2 日,JOJO的奇妙冒險,2020/08/28,,,,,,,,
437,jojo的奇妙冒險 第五部後半部+不知恥的紫煙 替身唸法,/watch?v=AntVVVK7Zl4,6022,/channel/UCtAPUjW39MX0pIBSEGphtGQ,莎櫻,1 分 37 秒,1 年,JOJO的奇妙冒險,2020/08/28,,,,,,,,
438,INTO／連男生都覺得基情的【JOJO的奇妙冒險1~5部腐點】所以到底哪裏腐?,/watch?v=iXEZilX0rdE,13390,/user/srd717,腐教主INTO,5 分 36 秒,2 か月,JOJO的奇妙冒險,2020/08/28,,,,,,,,
